lat,lng,bank,tail3,trans,note,pic,district,ward,street
20.9938725,105.79900125,TCB,827,23,,,Quận Thanh Xuân,Phường Thanh Xuân Bắc,Ngõ 9 Khuất Duy Tiến
21.046644074074074,105.76368185185184,BIDV,354,192,,,Quận Bắc Từ Liêm,,Ngõ 172 Đường Phú Diễn
21.0118375,105.8598725,NCB,101,13,,,Quận Hai Bà Trưng,Phường Phạm Đình Hổ,Phố Nguyễn Cao
20.956600833333336,105.80768666666668,ACB,17,26,Da co loa,quyet.do,Huyện Thanh Trì,Xã Tả Thanh Oai,Đường Phan Trọng Tuệ
21.194662,105.777722,VTB,302,15,,cong.nguyen3,Huyện Mê Linh,Thị trấn Quang Minh,Ngách 5/12 Đường Quang Minh
21.00124,105.84580999999999,TCB,560,18,,,Quận Hai Bà Trưng,Phường Bách Khoa,Phố Nguyễn Hiền
21.002029999999998,105.81894285714286,BIDV,752,26,,hai.le8,Quận Thanh Xuân,Phường Khương Trung,Đường Nguyễn Trãi
21.086851428571428,105.71507428571429,TPB,51,36,,,Huyện Đan Phượng,,Đường Sông Nhuệ
20.98025423076923,105.78903230769231,TCB,712,62,,vinh.nguyen12,Quận Hà Đông,,Ngõ 129 Đường Trần Phú
20.977729999999998,105.79730466666666,TPB,316,45,,vinh.nguyen12,Quận Hà Đông,,Đường Chiến Thắng
20.99672,105.85656833333334,MBB,589,21,,,Quận Hai Bà Trưng,Phường Minh Khai,Ngõ Hòa Bình 7
21.032769999999996,105.78657692307692,VPB,18,42,,nhi.vu1,Quận Cầu Giấy,,Ngõ 36 Phố Dịch Vọng Hậu
21.023460000000004,105.80109833333334,TCB,861,36,,minh.nguyen24,Quận Đống Đa,,Ngõ 1194 Đường Láng
21.008946363636362,105.81978181818182,TCB,595,64,,,Quận Đống Đa,,Phố Nguyễn Văn Tuyết
20.983879787234041,105.80005936170213,BIDV,130,278,,,Huyện Thanh Trì,,Ngõ 66A Triều Khúc
20.978031818181815,105.78760272727271,TCB,711,29,,,Quận Hà Đông,Phường Văn Quán,Phố Nguyễn Khuyến
21.034739019607841,105.91033117647059,TCB,348,132,Kcnc,huy.le16,Quận Long Biên,,Phố Sài Đồng
21.02340818181818,105.91666272727272,OCB,430,35,,tien.truong,Quận Long Biên,,Phố Ngọc Trì
20.987694285714284,105.79325571428572,MBB,330,25,,,Quận Nam Từ Liêm,Phường Trung Văn,Đường Phùng Khoang
21.01057066666667,105.83221999999998,VCB,41,36,,minh.nguyen24,Quận Đống Đa,,Ngách 2/4D Đặng Văn Ngữ
21.05084,105.77771461538461,TCB,13,41,,,Quận Bắc Từ Liêm,,Đường Số 1
20.983552222222222,105.79430222222223,TCB,408,29,,,Quận Hà Đông,Phường Văn Quán,Ngõ 18 Phố Lương Ngọc Quyến
20.985587142857142,105.78484642857143,VPB,888,39,,vinh.nguyen12,Quận Hà Đông,,Phố Nguyễn Văn Lộc
20.982495,105.81433125000001,MBB,312,24,,,Quận Thanh Xuân,Phường Kim Giang,Ngõ 64 Đường Kim Giang
21.014447391304348,105.8579143478261,BIDV,602,96,,minh.nguyen24,Quận Hai Bà Trưng,,Phố Nguyễn Công Trứ
21.031623076923079,105.77847384615386,BIDV,331,31,,phuong.nguyen44,Quận Cầu Giấy,,Phố Trần Bình
20.94561181818182,105.79023090909091,not defined or m2m,552,34,Không tìm thấy,vinh.nguyen12,Quận Hà Đông,,Phố Hoàng Công
21.03142,105.77314125,TCB,476,55,,,Quận Nam Từ Liêm,,Ngõ 20 Mỹ Đình
21.048606,105.805914,VCB,993,16,,,Quận Cầu Giấy,Phường Nghĩa Đô,Ngõ 33 Lạc Long Quân
20.998803333333335,105.75167,TCB,72,17,,bao.pham1,Quận Nam Từ Liêm,Phường Đại Mỗ,Đường Tây Mỗ
21.019110625,105.80178124999999,TCB,356,42,không có nhu cầu,nhi.vu1,Quận Cầu Giấy,,Đường Nguyễn Khang
21.005743000000002,105.74904799999999,TCB,907,28,,,Quận Nam Từ Liêm,Phường Tây Mỗ,Đường Tây Mỗ
20.988927906976741,105.7930476744186,MBB,669,194,,cong.nguyen3,Quận Nam Từ Liêm,,Đường Phùng Khoang
20.979288333333333,105.8207275,TCB,234,117,,truong.duong,Quận Hoàng Mai,,Đường Kim Giang
20.997255172413794,105.84624137931034,VPB,46,100,,,Quận Hai Bà Trưng,,Ngõ Tự Do
20.989959999999996,105.77338620689656,TCB,53,125,,phat.nguyen7,Quận Nam Từ Liêm,,Phố Ngọc Trục
21.004988888888885,105.62749277777776,MBB,24,48,,ngoc.duong1,Huyện Quốc Oai,,Đường tỉnh 419
20.951787,105.80894400000001,TCB,871,27,,quyet.do,Huyện Thanh Trì,Xã Tả Thanh Oai,Đường Tả Thanh Oai
21.026501111111109,105.79662518518516,MBB,640,69,,,Quận Cầu Giấy,,Phố Hoa Bằng
20.970844166666666,105.75430833333334,BIDV,857,65,,vinh.nguyen12,Quận Hà Đông,,Phố Nguyễn Thanh Bình
21.002814,105.82874100000001,MBB,96,58,,hung.nguyen27,Quận Đống Đa,,Ngõ 22 Phố Tôn Thất Tùng
21.035078333333331,105.82364749999999,MBB,666,33,,,Quận Ba Đình,,Phố Đội Cấn
20.940403333333332,105.84981583333334,VPB,52,37,,quyet.do,Huyện Thanh Trì,,Đường Vũ Lăng
20.963601012658227,105.76662139240507,OCB,988,144,,,Quận Hà Đông,,Đường Quang Trung
20.976793333333333,105.78673166666667,BIDV,716,11,,,Quận Hà Đông,Phường Văn Quán,Phố Dương Lâm
21.005062499999998,105.81140520833334,TCB,324,160,,hai.le8,Quận Thanh Xuân,,Phố Quan Nhân
21.047914,105.79011333333334,VPB,352,63,,phat.nguyen7,Quận Bắc Từ Liêm,,Phố Trần Cung
21.054417142857144,105.76192571428572,BIDV,287,16,,phat.nguyen7,Quận Bắc Từ Liêm,Phường Phú Diễn,Ngõ 57 Nguyễn Đạo An
21.022005000000004,105.82159999999999,VCB,308,73,,minh.nguyen24,Quận Đống Đa,,Ngách 5 Ngõ 371 La Thành
21.033250000000002,105.78709555555555,VTB,867,26,,,Quận Cầu Giấy,Phường Dịch Vọng Hậu,Ngõ 44 Phố Trần Thái Tông
21.041422083333334,105.84571374999999,TPB,799,64,,hai.le8,Quận Ba Đình,,Phố Phan Huy Ích
21.084802142857146,105.78842071428571,VCB,333,34,,,Quận Bắc Từ Liêm,,IA20 Ciputra
20.920561176470589,105.86369941176471,OCB,434,51,kh k có nhu cầu,quyet.do,Huyện Thanh Trì,,Đường Ngũ Hiệp
21.04788,105.76357499999999,MBB,336,11,,phat.nguyen7,Quận Bắc Từ Liêm,Phường Phú Diễn,Đường Phú Diễn
21.005033,105.73294499999999,MBB,208,40,,thao.nguyen43,Huyện Hoài Đức,,Đường Hoàng Tùng
20.983990000000002,105.78969222222223,BIDV,445,36,,,Quận Hà Đông,,Phố An Hoà
21.044808333333332,105.77580666666667,MBB,982,19,,dat.tran8,Quận Cầu Giấy,Phường Mai Dịch,Phố Nguyễn Khả Trạc
21.01971375,105.849655,TCB,136,28,,,Quận Hoàn Kiếm,Phường Hàng Bài,Phố Bà Triệu
21.001990625000008,105.84447406250001,TCB,874,89,,hung.nguyen27,Quận Hai Bà Trưng,,Ngõ 174 Phố Lê Thanh Nghị
20.983296,105.787978,MBB,584,26,,,Quận Hà Đông,Phường Mộ Lao,Ngõ 7
20.991128717948719,105.73786487179488,BIDV,553,120,,vinh.nguyen12,Quận Hà Đông,,Phố La Dương
21.010269285714287,105.84539964285716,TPB,401,57,,minh.nguyen24,Quận Hai Bà Trưng,,Phố Nguyễn Đình Chiểu
21.035087894736844,105.8231652631579,SACOM,888,41,,,Quận Ba Đình,,Phố Đội Cấn
21.111818333333336,105.76085666666667,TCB,177,34,,,Huyện Đông Anh,,Đường Số 8
21.010835294117651,105.76599352941176,BIDV,564,39,,cong.nguyen3,Quận Nam Từ Liêm,,Hẻm 8/11/186 Lê Quang Đạo
20.996385249999996,105.97209425000001,MBB,888,123,,,Huyện Gia Lâm,,Đường Nguyễn Bình
20.970434444444443,105.83181333333333,BIDV,380,50,,,Quận Hoàng Mai,,Phố Đại Từ
21.007210999999998,105.802864,TPB,888,24,,,Quận Cầu Giấy,Phường Trung Hoà,Phố Hoàng Đạo Thúy
21.004832222222223,105.81135777777777,MBB,688,46,,hai.le8,Quận Thanh Xuân,,Phố Quan Nhân
21.052727368421049,105.73889157894737,TCB,18,60,,,Quận Bắc Từ Liêm,,Ngõ 132 Đường Cầu Diễn
21.069111428571428,105.78773,TCB,931,31,,cong.nguyen3,Quận Bắc Từ Liêm,,Phố Lộc
21.00358285714286,105.83514142857143,VPB,82,20,,,Quận Đống Đa,Phường Kim Liên,Phố Phương Mai
21.052362499999997,105.73584749999999,TCB,454,14,,phat.nguyen7,Quận Bắc Từ Liêm,Phường Minh Khai,Đường Cầu Diễn
21.128841428571427,105.77717857142858,VCB,882,17,,,Huyện Đông Anh,Xã Kim Chung,Đường Kim Chung
20.991347692307691,105.72463076923077,MBB,386,47,Khách hàng dùng loa ngân hàng ,thao.nguyen43,Huyện Hoài Đức,,Đường An Khánh
21.0499012,105.7336748,VTB,141,55,,,Quận Nam Từ Liêm,,Ngõ 80 Đường Xuân Phương
20.97462909090909,105.74536545454545,MBB,952,32,,dung.vu3,Quận Hà Đông,,Phố Ỷ La
20.978931111111109,105.79090666666666,TCB,435,22,,,Quận Hà Đông,Phường Văn Quán,Đường 19 Tháng 5
21.01113,105.94130333333334,TCB,11,10,,hung.nguyen27,Huyện Gia Lâm,Thị trấn Trâu Quỳ,Phố Thuận An
21.005745999999995,105.83277366666667,TCB,256,74,,,Quận Đống Đa,,Ngõ 41 Phố Đông Tác
20.991182391304349,105.83978413043479,MBB,494,145,,hai.le8,Quận Thanh Xuân,,Phố Phan Đình Giót
21.004497636363638,105.8273,TCB,879,152,,,Quận Đống Đa,,Phố Tam Khương
21.004374,105.81581999999999,VCB,485,16,,,Quận Thanh Xuân,Phường Thượng Đình,Ngõ 72 Nguyễn Trãi
21.149781666666669,105.75839833333333,TCB,940,16,,,Huyện Mê Linh,Xã Tiền Phong,Quốc lộ 23
21.002383157894734,105.84909526315788,TCB,16,36,,hung.nguyen27,Quận Hai Bà Trưng,,Ngõ 27 Phố Tạ Quang Bửu
20.963784999999998,105.8267675,TCB,25,19,,truong.duong,Quận Hoàng Mai,Phường Hoàng Liệt,Phố Linh Đường
20.986923,105.79331099999999,VPB,708,55,,cong.nguyen3,Quận Nam Từ Liêm,,Đường Phùng Khoang
21.009493333333332,105.80967666666666,MBB,768,30,,,Quận Cầu Giấy,,Ngõ 125 Đường Nguyễn Ngọc Vũ
20.978446727272722,105.79230545454546,TCB,888,142,,vinh.nguyen12,Quận Hà Đông,,Đường 19 Tháng 5
21.054313333333333,105.73105166666667,TCB,294,35,,,Quận Nam Từ Liêm,,Ngõ 81 Phố Nhổn
21.032932499999998,105.850335,TCB,161,30,,thuong.nguyen9,Quận Hoàn Kiếm,,Phố Lương Văn Can
21.037890769230767,105.78605384615385,MBB,889,37,,,Quận Cầu Giấy,,Phố Phan Văn Trường
21.052664285714286,105.73461428571427,MBB,840,32,,doan.ngo,Quận Bắc Từ Liêm,,Đường Cầu Diễn
21.014719230769231,105.79649230769232,VCCB,433,35,,,Quận Cầu Giấy,,Phố Học Phi
20.984968571428574,105.82258142857143,MBB,422,15,,dung.vu2,Quận Hoàng Mai,Phường Định Công,Ngõ 219 Phố Định Công Thượng
21.067014,105.805664,VPB,1,10,,,Quận Tây Hồ,Phường Xuân La,Ngõ 34 Xuân La
21.013608787878791,105.76878636363637,TCB,543,129,,cong.nguyen3,Quận Nam Từ Liêm,,Ngách 8/11 Lê Quang Đạo
21.007894999999998,105.83252583333334,VIB,958,39,,,Quận Đống Đa,,Phố Đặng Văn Ngữ
21.032507368421047,105.79573210526314,BIDV,659,61,,,Quận Cầu Giấy,,Ngõ 255 Cầu Giấy
21.1989925,105.84258125000001,MBB,666,24,,hiep.nguyen2,Huyện Sóc Sơn,Xã Phù Lỗ,Quốc lộ 2
20.952485000000003,105.808615,TCB,42,16,,quyet.do,Huyện Thanh Trì,Xã Tả Thanh Oai,Đường Tả Thanh Oai
20.978996666666667,105.78495333333333,VCCB,856,46,,vinh.nguyen12,Quận Hà Đông,,Ngõ 102 Trần Phú
21.043894285714284,105.73743476190477,MBB,417,142,,,Quận Nam Từ Liêm,,Xuân Phương
21.157919999999997,105.76567571428572,TPB,888,15,,,Huyện Mê Linh,Xã Tiền Phong,Đường tỉnh 301
21.005731320754716,105.82780849056603,SACOM,15,135,k gặp chủ,tien.truong,Quận Đống Đa,,Ngõ 95 Chùa Bộc
21.0183,105.79099571428571,BIDV,597,27,,,Quận Cầu Giấy,Phường Yên Hoà,Ngõ 18 Mạc Thái Tổ
21.0807,105.93743666666667,MBB,888,14,,huy.le16,Huyện Gia Lâm,Xã Đình Xuyên,Ngõ 221 Đường Đình Xuyên
21.012498571428573,105.85044571428573,MBB,676,56,,minh.nguyen24,Quận Hai Bà Trưng,,Phố Triệu Việt Vương
21.032648666666667,105.770098,TCB,556,33,,,Quận Nam Từ Liêm,,Ngõ 21 Nguyễn Hoàng
20.99247,105.817082,TCB,392,36,,,Quận Thanh Xuân,,Phố Khương Trung
21.03257,105.8475275,MBB,n3k,12,,,Quận Hoàn Kiếm,Phường Hàng Gai,Phố Hàng Nón
20.993589999999998,105.8033045238095,SHB,6W7,107,,hai.le8,Quận Thanh Xuân,,Ngách 470/61 Đường Nguyễn Trãi
21.008477000000003,105.83410500000001,TCB,19,33,,,Quận Đống Đa,,Phố Phạm Ngọc Thạch
21.01303166666667,105.8016725,VTB,979,36,ko lắp,nhi.vu1,Quận Cầu Giấy,,Ngõ 40 Trần Duy Hưng
20.942126666666667,105.75816333333333,MBB,905,19,,,Quận Hà Đông,Phường Phú Lãm,Phố Phú Lương
20.985884666666664,105.81166700000001,MBB,379,70,,hai.le8,Quận Thanh Xuân,,Ngách 37 Ngõ 460 Khương Đình
21.0551325,105.7438825,TCB,302,14,,phat.nguyen7,Quận Bắc Từ Liêm,Phường Minh Khai,Phố Văn Trì
21.0043225,105.93790291666666,MBB,420,76,,,Huyện Gia Lâm,,Đường Trâu Quỳ
21.020052727272727,105.82151909090909,TCB,766,45,Bán gần 100m

MOMOMLKU20260512,hung.nguyen27,Quận Đống Đa,,Ngõ 34 Hoàng Cầu
21.0422975,105.76094857142857,TPB,999,57,,doan.ngo,Quận Bắc Từ Liêm,,Đường Phú Diễn
21.023571333333336,105.79334599999999,TCB,735,31,,,Quận Cầu Giấy,,Phố Yên Hòa
21.059257,105.721296,TCB,529,23,,,Huyện Hoài Đức,Xã Kim Chung,Đường Lai Xá
21.012309999999996,105.8293605263158,TCB,320,54,,,Quận Đống Đa,,Phố Trần Hữu Tước
20.9805480952381,105.80248095238095,MBB,7po,48,,quyet.do,Huyện Thanh Trì,,Đường Tân Triều
21.02941,105.77497,MBB,652,10,,,Quận Nam Từ Liêm,Phường Mỹ Đình 2,Đường Mỹ Đình
21.004296,105.82657900000001,TCB,458,27,,,Quận Đống Đa,Phường Khương Thượng,Phố Tam Khương
21.04080464285714,105.76485642857142,OCB,296,111,,,Quận Nam Từ Liêm,,Ngõ 304 Đường Hồ Tùng Mậu
20.987297,105.79466,TCB,879,32,,,Quận Nam Từ Liêm,,Ngõ 30 Phùng Khoang
21.03694875,105.80170000000001,TCB,17,10,,,Quận Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Khánh Toàn
21.031365483870967,105.7779387096774,TCB,487,103,,,Quận Nam Từ Liêm,,Phố Trần Bình
20.980018571428573,105.79553428571428,TCB,385,10,,quyet.do,Huyện Thanh Trì,Xã Tân Triều,Đường Chiến Thắng
21.01952142857143,105.81102428571428,VTB,752,19,,,Quận Đống Đa,Phường Láng Hạ,Ngõ 16 Huỳnh Thúc Kháng
21.004669285714286,105.77881285714285,VTB,714,38,,cong.nguyen3,Quận Nam Từ Liêm,,Ngõ 50 Phố Mễ Trì Thượng
21.022653000000002,105.803659,VTB,676,24,,,Quận Đống Đa,Phường Láng Thượng,Ngách 121/10 Phố Chùa Láng
21.120979,105.76961499999999,BIDV,848,36,Khách đã có loa không dùng thêm loa khác,hiep.nguyen2,Huyện Đông Anh,,Đường Hậu Dưỡng
21.006987878787879,105.82133575757575,VIB,978,67,,,Quận Đống Đa,,Ngõ 88 Thái Thịnh
21.011146,105.80457799999999,TCB,689,16,,,Quận Cầu Giấy,Phường Trung Hoà,Phố Nguyễn Thị Định
21.044693125,105.7495775,BIDV,998,59,,,Quận Bắc Từ Liêm,,Ngõ 177 Đường Cầu Diễn
21.02505625,105.8053475,BIDV,764,17,,,Quận Đống Đa,Phường Láng Thượng,Ngõ 84 Chùa Láng
21.005887777777779,105.93575555555555,VTB,572,23,,hung.nguyen27,Huyện Gia Lâm,Thị trấn Trâu Quỳ,Ngõ 76 đường Trâu Quỳ
20.933693599999998,105.850334,TCB,884,86,,quyet.do,Huyện Thanh Trì,,Đường Quang Lai
21.042370000000002,105.780513,ACB,391,33,,nhi.vu1,Quận Cầu Giấy,,Ngõ 59 Đường Phạm Văn Đồng
20.956592352941179,105.80758117647059,MBB,900,36,K co nhu cau,quyet.do,Huyện Thanh Trì,,Đường Phan Trọng Tuệ
20.970043636363638,105.76880272727273,MBB,888,36,,vinh.nguyen12,Quận Hà Đông,,Phố Nguyễn Viết Xuân
20.976100769230769,105.84579153846154,VIB,666,31,,,Quận Hoàng Mai,,Phố Giáp Nhị
21.031947777777781,105.77280222222223,TCB,309,19,,,Quận Nam Từ Liêm,Phường Mỹ Đình 2,Ngõ 20 Mỹ Đình
20.976948,105.78656299999999,MBB,841,29,,,Quận Hà Đông,Phường Văn Quán,Phố Dương Lâm
21.044349999999998,105.8413875,BIDV,255,15,Dùng phần mềm quán cafe r k có nhu cầu,dat.tran8,Quận Ba Đình,Phường Trúc Bạch,Phố Trấn Vũ
21.0528675,105.730705,MBB,91,19,,,Quận Nam Từ Liêm,Phường Phương Canh,Ngõ 81 Phố Nhổn
20.97140111111111,105.7834,ACB,888,22,,,Quận Hà Đông,Phường Phúc La,Đường Phùng Hưng
21.111366,105.829066,BIDV,64,14,Cửa hàng đã dùng loa ngân hàng,cong.nguyen3,Huyện Đông Anh,Xã Vĩnh Ngọc,Đê Tả Sông Hồng
20.941097777777777,105.70981444444443,MBB,878,20,,,Huyện Chương Mỹ,Xã Phụng Châu,Đường Phượng Giang
20.964207692307692,105.81599846153847,TCB,141,30,,,Huyện Thanh Trì,,Ngõ 806 Đường Kim Giang
21.01721,105.84,BIDV,214,18,,hung.nguyen27,Quận Đống Đa,Phường Khâm Thiên,Ngõ 1 Phố Khâm Thiên
21.091837499999997,105.7738575,BIDV,999,13,,,Quận Bắc Từ Liêm,Phường Thụy Phương,Ngách 351/26 Đường Thụy Phương
21.257279189189184,105.85095945945946,TCB,918,133,Chính sách hoàn 10% mang lại lợi nhuận cho khách hàng,hiep.nguyen2,Huyện Sóc Sơn,,Đường Núi Đôi
20.9947,105.77526999999999,TCB,452,51,,,Quận Nam Từ Liêm,,Ngõ 28 Phố Đại Linh
20.888472,105.79633100000001,VIB,996,41,,,Huyện Thanh Oai,,Đường trục phía Nam
21.0167566,105.8557477,TCB,534,11,,,Quận Hai Bà Trưng,Phường Phạm Đình Hổ,Phố Lò Đúc
20.98646,105.7936,TCB,278,15,,,Quận Nam Từ Liêm,Phường Trung Văn,Đường Phùng Khoang
21.032251,105.825021,MBB,216,30,,hai.le8,Quận Ba Đình,,Ngõ 192 Kim Mã
21.023134,105.821156,BIDV,130,38,,,Quận Đống Đa,,Ngõ 466 Đê La Thành
21.033900000000003,105.77247727272726,BIDV,442,30,,cong.nguyen3,Quận Nam Từ Liêm,,Phố Dương Khuê
21.022738,105.835884,TCB,228,65,,,Quận Đống Đa,,Ngõ Văn Chương 2
21.004015151515151,105.51965484848485,BIDV,80,186,,tuan.tran8,Huyện Thạch Thất,,Quốc lộ 21
21.007179999999998,105.81195153846153,VCB,454,114,,nhi.vu1,Quận Cầu Giấy,,Ngõ 68 Phố Quan Nhân
21.038273157894732,105.78787368421051,BIDV,391,60,,nhi.vu1,Quận Cầu Giấy,,Ngõ 68 Đường Xuân Thủy
21.064499090909091,105.83434030303032,TCB,835,116,,dat.tran8,Quận Tây Hồ,,Phố Tứ Liên
21.013581666666667,105.82718571428572,VTB,299,109,,,Quận Đống Đa,,Phố Tây Sơn
21.011743333333335,105.79872166666667,BIDV,374,21,,,Quận Cầu Giấy,Phường Trung Hoà,Ngõ 43 Phố Trung Kính
20.979964875000004,105.80039362500001,BIDV,650,236,,quyet.do,Huyện Thanh Trì,,Đường Tân Triều
21.007515428571434,105.8352417142857,VTB,751,115,,,Quận Đống Đa,,Phố Hoàng Tích Trí
20.999900000000004,105.79903,NCB,101,15,,,Quận Thanh Xuân,Phường Nhân Chính,Ngõ 164 Đường Khuất Duy Tiến
20.940835384615383,105.75712538461538,TCB,515,29,,,Quận Hà Đông,Phường Phú Lương,Phố Xốm
20.985585,105.88840775,TCB,13,114,,anh.nguyen91,Quận Hoàng Mai,,Phố Nam Dư
21.011569090909092,105.80086,BIDV,7V1,51,,,Quận Cầu Giấy,,Đường Trần Duy Hưng
21.030187333333341,105.84528466666667,MBB,411,92,,thuong.nguyen9,Quận Hoàn Kiếm,,Phố Hà Trung
21.027552941176474,105.79660647058824,TCB,293,30,ko lắp,nhi.vu1,Quận Cầu Giấy,,Ngõ 381 Nguyễn Khang
20.958093333333334,105.76608666666667,TCB,395,12,,,Quận Hà Đông,Phường Phú La,Phố Tống Tất Thắng
20.895812708333334,105.85550875,MBB,555,163,Đã có loa không có nhu cầu lắp thêm,truong.duong,Huyện Thường Tín,,Đường Phương Dung
21.054506333333332,105.73127966666667,MBB,872,101,,,Quận Nam Từ Liêm,,Ngõ 81 Phố Nhổn
21.050176153846156,105.78475615384615,TCB,576,45,,phat.nguyen7,Quận Bắc Từ Liêm,,Phố Tôn Quang Phiệt
20.964391999999997,105.82579,TCB,354,19,,truong.duong,Quận Hoàng Mai,Phường Hoàng Liệt,Phố Linh Đường
21.031558571428572,105.83066857142857,VCB,41,49,Khách không mua loa,hai.le8,Quận Ba Đình,,Phố Nguyễn Thái Học
21.040307419354843,105.73515225806453,VCB,999,80,,,Quận Nam Từ Liêm,,Ngõ 84 Xuân Phương
21.026702727272731,105.81550909090909,VIB,395,31,,,Quận Ba Đình,,Ngõ 84 Ngọc Khánh
20.9708232,105.83323919999998,TCB,688,55,,,Quận Hoàng Mai,,Phố Đại Từ
21.062547647058821,105.86865882352942,TCB,826,52,,ngoc.nguyen26,Quận Long Biên,,Ngách 19/55 Phố Gia Thượng
21.045876538461542,105.76276423076922,TCB,430,75,,doan.ngo,Quận Bắc Từ Liêm,,Đường Phú Diễn
20.996988571428574,105.70172142857143,MBB,938,19,,,Huyện Hoài Đức,Xã An Thượng,Đường An Thượng
21.0754075,105.8137675,VTB,S01,20,,,Quận Tây Hồ,Phường Phú Thượng,Đường Lạc Long Quân
21.007475,105.77935000000001,MBB,868,16,,,Quận Nam Từ Liêm,Phường Mễ Trì,Ngõ 112 Phố Mễ Trì Thượng
20.989586923076917,105.80956076923076,MBB,38,30,,,Quận Thanh Xuân,,Ngõ 342 Khương Đình
20.99582375,105.7502025,MBB,640,27,,bao.pham1,Quận Nam Từ Liêm,Phường Đại Mỗ,Đường Hữu Hưng
20.97987125,105.88750999999999,MBB,812,52,,truong.duong,Quận Hoàng Mai,,Đường Lĩnh Nam
21.019626111111112,105.80800777777779,BIDV,446,63,Mc đã có loa,anh.nguyen85,Quận Đống Đa,,Đường Nguyễn Chí Thanh
21.003881052631581,105.81868842105264,MSB,778,49,,,Quận Đống Đa,,Đường Láng
21.026983023255809,105.80806604651161,VTB,566,105,,,Quận Ba Đình,,Ngõ 933 Đê La Thành
20.9717525,105.86893125,TCB,793,31,,anh.vu10,Quận Hoàng Mai,,Phố Yên Duyên
21.033930344827585,105.7844031034483,TCB,800,77,,nhi.vu1,Quận Cầu Giấy,,Ngõ 63 Phố Trần Quốc Vượng
20.938299999999998,105.8396125,SACOM,164,24,,,Huyện Thanh Trì,Xã Vĩnh Quỳnh,Đường Vĩnh Quỳnh
21.011197272727273,105.81785,TCB,939,33,,minh.nguyen24,Quận Đống Đa,,Ngõ 112 Thái Thịnh
20.990740666666667,105.79421533333331,MBB,978,42,,,Quận Nam Từ Liêm,,Ngõ 120 Phùng Khoang
20.963600869565219,105.82531608695651,VPB,882,80,,anh.vu10,Quận Hoàng Mai,,Phố Văn Tân
20.727725714285715,105.77163285714285,VPB,C96,16,Khách hàng không có nhu cầu,thao.nguyen43,Huyện Ứng Hòa,Thị trấn Vân Đình,Quốc lộ 21B
21.052652941176468,105.73886705882354,VCB,76,42,,,Quận Bắc Từ Liêm,,Ngõ 132 Đường Cầu Diễn
21.034430357142856,105.73817035714283,TPB,666,65,,thao.nguyen43,Huyện Hoài Đức,,Đường Xuân Phương
20.946316206896551,105.75678344827585,MBB,648,94,,,Quận Hà Đông,,Phố Xốm
21.063416666666669,105.87381777777777,MBB,16,32,Không có nhu cầu,phuong.pham10,Quận Long Biên,,Ngõ 604 Đường Ngọc Thụy
21.018407142857143,105.77957142857143,SHINHAN,151,27,,phat.nguyen7,Quận Nam Từ Liêm,Phường Mỹ Đình 1,Phố Trần Văn Lai
21.050502608695655,105.73182782608697,VCB,61,63,,,Quận Nam Từ Liêm,,Ngõ 80 Đường Xuân Phương
21.007161153846155,105.93732653846155,TCB,110,239,,ngoc.nguyen26,Huyện Gia Lâm,,Ngõ 149 đường Trâu Quỳ
21.037575714285715,105.74063142857145,TCB,753,39,,,Quận Nam Từ Liêm,,Ngõ 123 Đường Xuân Phương
21.0354336,105.79129,VCCB,160,85,,phuong.nguyen44,Quận Cầu Giấy,,Phố Trương Công Giai
21.002913968253971,105.93710555555555,BIDV,956,237,,,Huyện Gia Lâm,,Đường Trâu Quỳ
20.964729333333334,105.84261933333335,SHB,369,49,Không có nhu cầu,truong.duong,Quận Hoàng Mai,,Đường Ngọc Hồi
20.959241428571428,105.76002857142858,SACOM,591,14,,,Quận Hà Đông,Phường La Khê,Ngõ 12 Đường Quang Trung
20.990923333333331,105.75260222222222,TCB,12,16,,bao.pham1,Quận Nam Từ Liêm,Phường Đại Mỗ,Phố Nguyễn Văn Luyện
21.010437200000002,105.93782200000001,TCB,279,61,,,Huyện Gia Lâm,,Phố Thành Trung
21.040612499999998,105.8252275,MBB,730,10,,,Quận Tây Hồ,Phường Thụy Khuê,Đường Hoàng Hoa Thám
21.043566875000003,105.87585499999999,TCB,50,58,Khách đã có loa rồi,ngoc.nguyen26,Quận Long Biên,,Phố Hoàng Như Tiếp
20.9913475,105.7565,TPB,867,11,,bao.pham1,Quận Nam Từ Liêm,Phường Đại Mỗ,Đường 70 mới
20.964621428571427,105.78310071428572,TCB,819,50,,vinh.nguyen12,Quận Hà Đông,,Phố Kiến Hưng
20.985939000000002,105.931621,MBB,717,14,,,Huyện Gia Lâm,Xã Đa Tốn,Đường Đa Tốn
21.002590390624992,105.84474843750002,TCB,407,287,,minh.nguyen24,Quận Hai Bà Trưng,,Phố Trần Đại Nghĩa
21.064972187499997,105.77948822916667,TCB,591,309,,doan.ngo,Quận Bắc Từ Liêm,,Đường Cổ Nhuế
20.968797499999997,105.77820999999999,TPB,549,11,,,Quận Hà Đông,Phường Nguyễn Trãi,Phố Tản Đà
21.05288,105.73435,VPB,585,14,,phat.nguyen7,Quận Bắc Từ Liêm,Phường Minh Khai,Đường Cầu Diễn
21.065037857142858,105.82712714285714,VCB,721,32,,dat.tran8,Quận Tây Hồ,,Phố Đặng Thai Mai
